Station,Date,Available_bikes
253,02/01/2021 20:39,16
89,02/01/2021 20:41,8
100,02/01/2021 20:44,13
215,02/01/2021 20:44,7
54,02/01/2021 20:43,13
8,02/01/2021 20:42,9
180,02/01/2021 20:39,17
277,02/01/2021 20:38,8
214,02/01/2021 20:43,1
114,02/01/2021 20:38,9
2,02/01/2021 20:35,0
199,02/01/2021 20:36,2
223,02/01/2021 20:38,7
164,02/01/2021 20:36,9
51,02/01/2021 20:37,17
10,02/01/2021 20:42,28
35,02/01/2021 20:41,2
250,02/01/2021 20:36,1
45,02/01/2021 20:42,17
83,02/01/2021 20:38,6
47,02/01/2021 20:38,2
231,02/01/2021 20:41,10
44,02/01/2021 20:36,5
171,02/01/2021 20:41,7
162,02/01/2021 20:42,16
31,02/01/2021 20:44,5
138,02/01/2021 20:36,12
216,02/01/2021 20:44,10
194,02/01/2021 20:40,2
98,02/01/2021 20:42,21
263,02/01/2021 20:41,7
16,02/01/2021 20:40,9
169,02/01/2021 20:44,16
39,02/01/2021 20:42,17
201,02/01/2021 20:43,2
198,02/01/2021 20:37,1
101,02/01/2021 20:45,11
258,02/01/2021 20:42,6
56,02/01/2021 20:45,1
159,02/01/2021 20:37,14
72,02/01/2021 20:36,5
146,02/01/2021 20:44,9
261,02/01/2021 20:44,6
151,02/01/2021 20:38,17
238,02/01/2021 20:39,14
80,02/01/2021 20:41,14
57,02/01/2021 20:43,4
269,02/01/2021 20:41,5
285,02/01/2021 20:45,10
58,02/01/2021 20:42,5
272,02/01/2021 20:40,9
95,02/01/2021 20:43,22
222,02/01/2021 20:42,3
92,02/01/2021 20:40,5
38,02/01/2021 20:43,23
140,02/01/2021 20:39,22
4,02/01/2021 20:35,0
136,02/01/2021 20:42,15
176,02/01/2021 20:36,12
142,02/01/2021 20:42,4
237,02/01/2021 20:41,1
28,02/01/2021 20:38,4
182,02/01/2021 20:38,7
94,02/01/2021 20:45,16
206,02/01/2021 20:45,3
127,02/01/2021 20:44,9
279,02/01/2021 20:40,2
88,02/01/2021 20:39,0
251,02/01/2021 20:44,1
226,02/01/2021 20:36,6
91,02/01/2021 20:40,12
122,02/01/2021 20:37,7
185,02/01/2021 20:45,6
27,02/01/2021 20:37,3
220,02/01/2021 20:42,6
209,02/01/2021 20:40,3
78,02/01/2021 20:41,9
26,02/01/2021 20:41,4
230,02/01/2021 20:35,7
149,02/01/2021 20:38,7
59,02/01/2021 20:38,11
42,02/01/2021 20:36,9
246,02/01/2021 20:42,15
219,02/01/2021 20:44,10
163,02/01/2021 20:38,14
99,02/01/2021 20:38,0
267,02/01/2021 20:42,9
113,02/01/2021 20:37,8
133,02/01/2021 20:40,17
148,02/01/2021 20:41,19
283,02/01/2021 20:44,14
167,02/01/2021 20:37,18
205,02/01/2021 20:42,8
265,02/01/2021 20:38,14
116,02/01/2021 20:43,8
86,02/01/2021 20:40,13
66,02/01/2021 20:37,7
34,02/01/2021 20:39,2
240,02/01/2021 20:35,9
119,02/01/2021 20:42,18
275,02/01/2021 20:42,0
18,02/01/2021 20:38,0
160,02/01/2021 20:44,15
282,02/01/2021 20:40,14
130,02/01/2021 20:37,15
12,02/01/2021 20:40,0
117,02/01/2021 20:39,12
43,02/01/2021 20:38,21
232,02/01/2021 20:38,9
61,02/01/2021 20:44,19
211,02/01/2021 20:43,4
165,02/01/2021 20:39,14
278,02/01/2021 20:36,2
270,02/01/2021 20:45,13
103,02/01/2021 20:43,14
17,02/01/2021 20:36,11
46,02/01/2021 20:36,1
218,02/01/2021 20:43,14
203,02/01/2021 20:40,19
132,02/01/2021 20:42,18
145,02/01/2021 20:36,20
32,02/01/2021 20:36,4
5,02/01/2021 20:43,17
110,02/01/2021 20:43,1
125,02/01/2021 20:42,12
63,02/01/2021 20:37,4
177,02/01/2021 20:41,7
73,02/01/2021 20:38,10
200,02/01/2021 20:39,3
14,02/01/2021 20:43,4
181,02/01/2021 20:42,14
50,02/01/2021 20:45,11
20,02/01/2021 20:41,0
155,02/01/2021 20:37,12
264,02/01/2021 20:41,5
256,02/01/2021 20:36,10
69,02/01/2021 20:38,3
157,02/01/2021 20:45,19
189,02/01/2021 20:40,12
55,02/01/2021 21:06,2
195,02/01/2021 21:12,13
29,02/01/2021 21:13,2
280,02/01/2021 21:07,14
156,02/01/2021 21:14,13
242,02/01/2021 21:11,2
224,02/01/2021 21:12,0
229,02/01/2021 21:12,2
154,02/01/2021 21:10,14
96,02/01/2021 21:06,11
65,02/01/2021 21:15,4
22,02/01/2021 21:07,5
236,02/01/2021 21:12,10
111,02/01/2021 21:11,11
152,02/01/2021 21:09,17
243,02/01/2021 21:08,14
174,02/01/2021 21:09,17
276,02/01/2021 21:09,3
77,02/01/2021 21:15,1
137,02/01/2021 21:06,15
144,02/01/2021 21:07,16
40,02/01/2021 21:15,11
25,02/01/2021 21:14,2
74,02/01/2021 21:10,6
71,02/01/2021 21:15,4
105,02/01/2021 21:15,7
64,02/01/2021 21:10,7
3,02/01/2021 21:11,1
93,02/01/2021 21:11,14
139,02/01/2021 21:05,13
81,02/01/2021 21:11,24
60,02/01/2021 21:14,24
36,02/01/2021 21:07,8
227,02/01/2021 21:15,1
248,02/01/2021 21:11,13
53,02/01/2021 21:09,2
187,02/01/2021 21:08,8
87,02/01/2021 21:07,6
225,02/01/2021 21:09,6
121,02/01/2021 21:11,4
84,02/01/2021 21:15,8
208,02/01/2021 21:15,5
131,02/01/2021 21:06,15
239,02/01/2021 21:13,17
1,02/01/2021 21:15,0
37,02/01/2021 21:06,11
7,02/01/2021 21:13,18
259,02/01/2021 21:08,12
234,02/01/2021 21:09,13
192,02/01/2021 21:13,4
48,02/01/2021 21:10,3
175,02/01/2021 21:09,21
266,02/01/2021 21:14,10
166,02/01/2021 21:14,5
135,02/01/2021 21:13,12
79,02/01/2021 21:09,6
210,02/01/2021 21:06,11
75,02/01/2021 21:15,7
115,02/01/2021 21:05,10
221,02/01/2021 21:13,10
128,02/01/2021 21:15,21
67,02/01/2021 21:09,11
188,02/01/2021 21:11,5
118,02/01/2021 21:10,10
178,02/01/2021 21:15,7
41,02/01/2021 21:11,5
90,02/01/2021 21:08,2
68,02/01/2021 21:15,1
147,02/01/2021 21:07,11
109,02/01/2021 21:09,0
153,02/01/2021 21:08,15
262,02/01/2021 21:08,8
197,02/01/2021 21:11,0
23,02/01/2021 21:15,2
273,02/01/2021 21:13,2
183,02/01/2021 21:10,13
126,02/01/2021 21:15,22
255,02/01/2021 21:11,15
233,02/01/2021 21:11,11
254,02/01/2021 21:09,11
21,02/01/2021 21:12,0
62,02/01/2021 21:08,2
244,02/01/2021 21:15,17
24,02/01/2021 21:09,6
245,02/01/2021 21:12,9
196,02/01/2021 21:08,8
281,02/01/2021 21:12,13
260,02/01/2021 21:12,10
228,02/01/2021 21:14,4
124,02/01/2021 21:06,13
207,02/01/2021 21:09,4
11,02/01/2021 21:06,1
186,02/01/2021 21:15,3
235,02/01/2021 21:07,13
288,02/01/2021 21:08,2
150,02/01/2021 21:10,18
252,02/01/2021 21:07,10
184,02/01/2021 21:14,7
271,02/01/2021 21:11,5
33,02/01/2021 21:12,0
161,02/01/2021 21:15,15
172,02/01/2021 21:08,10
120,02/01/2021 21:08,14
268,02/01/2021 21:15,0
217,02/01/2021 21:06,14
82,02/01/2021 21:07,11
173,02/01/2021 21:09,19
70,02/01/2021 21:11,13
141,02/01/2021 21:12,14
108,02/01/2021 21:09,6
85,02/01/2021 21:08,8
202,02/01/2021 21:12,11
102,02/01/2021 21:07,10
143,02/01/2021 21:08,14
106,02/01/2021 21:11,11
30,02/01/2021 21:11,1
170,02/01/2021 21:06,10
274,02/01/2021 21:08,6
123,02/01/2021 21:06,8
6,02/01/2021 21:14,0
213,02/01/2021 21:11,3
257,02/01/2021 21:07,6
9,02/01/2021 21:09,8
97,02/01/2021 21:14,5
49,02/01/2021 21:12,2
191,02/01/2021 21:10,14
52,02/01/2021 21:08,0
104,02/01/2021 21:12,4
19,02/01/2021 21:07,0
13,02/01/2021 21:09,2
129,02/01/2021 21:15,13
287,02/01/2021 21:12,11
212,02/01/2021 21:15,7
284,02/01/2021 21:09,8
158,02/01/2021 21:06,14
168,02/01/2021 21:09,12
179,02/01/2021 21:15,7
204,02/01/2021 21:08,18
249,02/01/2021 21:12,12
15,02/01/2021 21:11,13
247,02/01/2021 21:09,7
134,02/01/2021 21:15,10
112,02/01/2021 21:07,18
76,02/01/2021 21:07,17
193,02/01/2021 21:09,3
190,02/01/2021 21:10,10
241,02/01/2021 21:06,2
253,02/01/2021 21:10,16
89,02/01/2021 21:11,8
100,02/01/2021 21:14,13
215,02/01/2021 21:15,7
54,02/01/2021 21:13,13
8,02/01/2021 21:12,9
180,02/01/2021 21:10,17
277,02/01/2021 21:08,8
214,02/01/2021 21:13,1
114,02/01/2021 21:08,9
2,02/01/2021 21:06,0
199,02/01/2021 21:06,2
223,02/01/2021 21:09,7
164,02/01/2021 21:07,9
51,02/01/2021 21:08,17
10,02/01/2021 21:12,28
35,02/01/2021 21:11,2
250,02/01/2021 21:07,1
45,02/01/2021 21:13,17
83,02/01/2021 21:09,6
47,02/01/2021 21:12,2
231,02/01/2021 21:15,9
44,02/01/2021 21:08,4
171,02/01/2021 21:11,7
162,02/01/2021 21:13,16
31,02/01/2021 21:14,5
138,02/01/2021 21:14,11
216,02/01/2021 21:14,10
194,02/01/2021 21:11,2
98,02/01/2021 21:12,21
263,02/01/2021 21:11,7
16,02/01/2021 21:10,11
169,02/01/2021 21:14,16
39,02/01/2021 21:08,18
201,02/01/2021 21:14,2
198,02/01/2021 21:07,1
101,02/01/2021 21:15,11
258,02/01/2021 21:12,6
56,02/01/2021 21:06,1
159,02/01/2021 21:07,14
72,02/01/2021 21:07,5
146,02/01/2021 21:14,9
261,02/01/2021 21:14,6
151,02/01/2021 21:09,17
238,02/01/2021 21:09,14
80,02/01/2021 21:11,14
57,02/01/2021 21:10,4
269,02/01/2021 21:11,5
285,02/01/2021 21:12,10
58,02/01/2021 21:13,5
272,02/01/2021 21:10,9
95,02/01/2021 21:13,22
222,02/01/2021 21:09,4
92,02/01/2021 21:01,5
38,02/01/2021 21:13,22
140,02/01/2021 21:10,22
4,02/01/2021 21:08,2
136,02/01/2021 21:13,15
176,02/01/2021 21:07,12
142,02/01/2021 21:13,4
237,02/01/2021 21:11,1
28,02/01/2021 21:09,4
182,02/01/2021 21:09,7
94,02/01/2021 21:05,16
206,02/01/2021 21:15,3
127,02/01/2021 21:12,10
279,02/01/2021 21:11,2
88,02/01/2021 21:10,0
251,02/01/2021 21:10,2
226,02/01/2021 21:07,6
91,02/01/2021 21:11,12
122,02/01/2021 21:08,7
185,02/01/2021 21:06,6
27,02/01/2021 21:08,3
220,02/01/2021 21:13,6
209,02/01/2021 21:11,3
78,02/01/2021 21:12,9
26,02/01/2021 21:12,3
230,02/01/2021 21:06,7
149,02/01/2021 21:10,7
59,02/01/2021 21:10,11
42,02/01/2021 21:06,9
246,02/01/2021 21:12,15
219,02/01/2021 21:14,10
163,02/01/2021 21:09,14
99,02/01/2021 21:08,0
267,02/01/2021 21:07,10
113,02/01/2021 21:08,8
133,02/01/2021 21:12,18
148,02/01/2021 21:12,19
283,02/01/2021 21:15,14
167,02/01/2021 21:07,18
205,02/01/2021 21:13,8
265,02/01/2021 21:08,14
116,02/01/2021 21:14,8
86,02/01/2021 21:11,13
66,02/01/2021 21:07,7
34,02/01/2021 21:10,2
240,02/01/2021 21:06,9
119,02/01/2021 21:11,20
275,02/01/2021 21:13,0
18,02/01/2021 21:08,0
160,02/01/2021 21:14,15
282,02/01/2021 21:11,14
130,02/01/2021 21:07,15
12,02/01/2021 21:11,0
117,02/01/2021 21:09,12
43,02/01/2021 21:08,21
232,02/01/2021 21:08,8
61,02/01/2021 21:15,18
211,02/01/2021 21:14,4
165,02/01/2021 21:09,14
278,02/01/2021 21:06,2
270,02/01/2021 21:15,13
103,02/01/2021 21:14,14
17,02/01/2021 21:06,11
46,02/01/2021 21:14,0
218,02/01/2021 21:13,14
203,02/01/2021 21:10,19
132,02/01/2021 21:12,18
145,02/01/2021 21:07,20
32,02/01/2021 21:06,4
5,02/01/2021 21:07,18
110,02/01/2021 21:14,1
125,02/01/2021 21:13,12
63,02/01/2021 21:07,4
177,02/01/2021 21:11,7
73,02/01/2021 21:08,9
200,02/01/2021 21:09,3
14,02/01/2021 21:14,4
181,02/01/2021 21:12,14
50,02/01/2021 21:05,11
20,02/01/2021 21:12,0
155,02/01/2021 21:08,12
264,02/01/2021 21:11,5
256,02/01/2021 21:07,10
69,02/01/2021 21:08,3
157,02/01/2021 21:15,19
189,02/01/2021 21:10,12
55,02/01/2021 21:37,2
195,02/01/2021 21:43,13
29,02/01/2021 21:44,2
280,02/01/2021 21:37,14
156,02/01/2021 21:44,13
242,02/01/2021 21:41,2
224,02/01/2021 21:43,0
229,02/01/2021 21:42,1
154,02/01/2021 21:40,14
96,02/01/2021 21:36,11
65,02/01/2021 21:38,5
22,02/01/2021 21:37,5
236,02/01/2021 21:42,10
111,02/01/2021 21:41,11
152,02/01/2021 21:40,18
243,02/01/2021 21:39,14
174,02/01/2021 21:40,17
276,02/01/2021 21:39,3
77,02/01/2021 21:36,1
137,02/01/2021 21:37,15
144,02/01/2021 21:37,16
40,02/01/2021 21:45,11
25,02/01/2021 21:45,2
74,02/01/2021 21:40,6
71,02/01/2021 21:45,4
105,02/01/2021 21:45,7
64,02/01/2021 21:40,7
3,02/01/2021 21:41,1
93,02/01/2021 21:42,14
139,02/01/2021 21:42,13
81,02/01/2021 21:41,24
60,02/01/2021 21:45,23
36,02/01/2021 21:37,8
227,02/01/2021 21:36,0
248,02/01/2021 21:41,13
53,02/01/2021 21:42,1
187,02/01/2021 21:38,8
87,02/01/2021 21:37,6
225,02/01/2021 21:39,5
121,02/01/2021 21:42,4
84,02/01/2021 21:38,9
208,02/01/2021 21:36,5
131,02/01/2021 21:37,15
239,02/01/2021 21:44,17
1,02/01/2021 21:35,0
37,02/01/2021 21:37,11
7,02/01/2021 21:44,18
259,02/01/2021 21:39,12
234,02/01/2021 21:40,13
192,02/01/2021 21:43,4
48,02/01/2021 21:41,2
175,02/01/2021 21:40,21
266,02/01/2021 21:45,10
166,02/01/2021 21:44,5
135,02/01/2021 21:44,12
79,02/01/2021 21:40,6
210,02/01/2021 21:37,11
75,02/01/2021 21:45,7
115,02/01/2021 21:36,10
221,02/01/2021 21:44,10
128,02/01/2021 21:36,21
67,02/01/2021 21:40,11
188,02/01/2021 21:41,6
118,02/01/2021 21:40,10
178,02/01/2021 21:36,7
41,02/01/2021 21:41,5
90,02/01/2021 21:38,2
68,02/01/2021 21:35,1
147,02/01/2021 21:38,11
109,02/01/2021 21:39,0
153,02/01/2021 21:38,15
262,02/01/2021 21:39,8
197,02/01/2021 21:41,0
23,02/01/2021 21:36,2
273,02/01/2021 21:43,2
183,02/01/2021 21:40,12
126,02/01/2021 21:35,22
255,02/01/2021 21:41,15
233,02/01/2021 21:40,12
254,02/01/2021 21:40,11
21,02/01/2021 21:42,0
62,02/01/2021 21:38,2
244,02/01/2021 21:45,17
24,02/01/2021 21:40,6
245,02/01/2021 21:43,9
196,02/01/2021 21:39,8
281,02/01/2021 21:43,13
260,02/01/2021 21:42,10
228,02/01/2021 21:44,4
124,02/01/2021 21:37,13
207,02/01/2021 21:40,4
11,02/01/2021 21:37,1
186,02/01/2021 21:36,3
235,02/01/2021 21:37,13
288,02/01/2021 21:38,2
150,02/01/2021 21:40,18
252,02/01/2021 21:38,10
184,02/01/2021 21:44,7
271,02/01/2021 21:42,5
33,02/01/2021 21:42,0
161,02/01/2021 21:36,15
172,02/01/2021 21:38,10
120,02/01/2021 21:39,14
268,02/01/2021 21:36,0
217,02/01/2021 21:36,14
82,02/01/2021 21:39,11
173,02/01/2021 21:39,19
70,02/01/2021 21:44,14
141,02/01/2021 21:42,14
108,02/01/2021 21:44,5
85,02/01/2021 21:38,8
202,02/01/2021 21:42,11
102,02/01/2021 21:38,10
143,02/01/2021 21:39,14
106,02/01/2021 21:42,11
30,02/01/2021 21:41,1
170,02/01/2021 21:36,10
274,02/01/2021 21:39,6
123,02/01/2021 21:37,8
6,02/01/2021 21:41,0
213,02/01/2021 21:41,3
257,02/01/2021 21:38,6
9,02/01/2021 21:39,8
97,02/01/2021 21:40,6
49,02/01/2021 21:40,2
191,02/01/2021 21:41,14
52,02/01/2021 21:38,0
104,02/01/2021 21:43,4
19,02/01/2021 21:38,0
13,02/01/2021 21:40,2
129,02/01/2021 21:45,13
287,02/01/2021 21:43,11
212,02/01/2021 21:35,7
284,02/01/2021 21:36,8
158,02/01/2021 21:36,14
168,02/01/2021 21:40,12
179,02/01/2021 21:36,7
204,02/01/2021 21:39,18
249,02/01/2021 21:43,12
15,02/01/2021 21:41,14
247,02/01/2021 21:39,7
134,02/01/2021 21:45,10
112,02/01/2021 21:37,18
76,02/01/2021 21:38,17
193,02/01/2021 21:40,3
190,02/01/2021 21:41,10
241,02/01/2021 21:37,2
253,02/01/2021 21:40,16
89,02/01/2021 21:41,8
100,02/01/2021 21:37,13
215,02/01/2021 21:45,7
54,02/01/2021 21:43,13
8,02/01/2021 21:43,9
180,02/01/2021 21:40,17
277,02/01/2021 21:39,8
214,02/01/2021 21:44,1
114,02/01/2021 21:38,9
2,02/01/2021 21:36,0
199,02/01/2021 21:37,2
223,02/01/2021 21:39,7
164,02/01/2021 21:37,9
51,02/01/2021 21:36,18
10,02/01/2021 21:43,28
35,02/01/2021 21:42,2
250,02/01/2021 21:37,1
45,02/01/2021 21:45,16
83,02/01/2021 21:39,6
47,02/01/2021 21:42,2
231,02/01/2021 21:45,9
44,02/01/2021 21:38,4
171,02/01/2021 21:41,7
162,02/01/2021 21:43,16
31,02/01/2021 21:45,5
138,02/01/2021 21:45,11
216,02/01/2021 21:45,10
194,02/01/2021 21:41,2
98,02/01/2021 21:43,21
263,02/01/2021 21:42,7
16,02/01/2021 21:41,11
169,02/01/2021 21:45,16
39,02/01/2021 21:38,18
201,02/01/2021 21:44,2
198,02/01/2021 21:38,1
101,02/01/2021 21:45,11
258,02/01/2021 21:43,6
56,02/01/2021 21:36,1
159,02/01/2021 21:38,14
72,02/01/2021 21:44,4
146,02/01/2021 21:45,9
261,02/01/2021 21:45,6
151,02/01/2021 21:39,17
238,02/01/2021 21:40,14
80,02/01/2021 21:42,14
57,02/01/2021 21:41,4
269,02/01/2021 21:42,5
285,02/01/2021 21:41,10
58,02/01/2021 21:43,5
272,02/01/2021 21:40,9
95,02/01/2021 21:44,22
222,02/01/2021 21:37,6
92,02/01/2021 21:01,5
38,02/01/2021 21:43,22
140,02/01/2021 21:40,22
4,02/01/2021 21:39,2
136,02/01/2021 21:43,15
176,02/01/2021 21:37,12
142,02/01/2021 21:43,4
237,02/01/2021 21:41,1
28,02/01/2021 21:39,4
182,02/01/2021 21:39,7
94,02/01/2021 21:38,16
206,02/01/2021 21:36,4
127,02/01/2021 21:43,10
279,02/01/2021 21:40,2
88,02/01/2021 21:40,0
251,02/01/2021 21:40,2
226,02/01/2021 21:37,6
91,02/01/2021 21:41,12
122,02/01/2021 21:38,7
185,02/01/2021 21:36,6
27,02/01/2021 21:38,3
220,02/01/2021 21:43,6
209,02/01/2021 21:41,3
78,02/01/2021 21:43,9
26,02/01/2021 21:43,3
230,02/01/2021 21:36,7
149,02/01/2021 21:40,7
59,02/01/2021 21:43,12
42,02/01/2021 21:37,9
246,02/01/2021 21:42,15
219,02/01/2021 21:44,10
163,02/01/2021 21:39,14
99,02/01/2021 21:39,0
267,02/01/2021 21:37,10
113,02/01/2021 21:38,8
133,02/01/2021 21:42,18
148,02/01/2021 21:43,19
283,02/01/2021 21:45,14
167,02/01/2021 21:38,18
205,02/01/2021 21:43,8
265,02/01/2021 21:39,14
116,02/01/2021 21:44,8
86,02/01/2021 21:41,13
66,02/01/2021 21:38,7
34,02/01/2021 21:40,2
240,02/01/2021 21:36,9
119,02/01/2021 21:42,20
275,02/01/2021 21:43,0
18,02/01/2021 21:39,0
160,02/01/2021 21:45,15
282,02/01/2021 21:41,14
130,02/01/2021 21:37,15
12,02/01/2021 21:41,0
117,02/01/2021 21:40,12
43,02/01/2021 21:43,21
232,02/01/2021 21:41,9
61,02/01/2021 21:37,16
211,02/01/2021 21:44,4
165,02/01/2021 21:40,14
278,02/01/2021 21:37,2
270,02/01/2021 21:35,13
103,02/01/2021 21:44,14
17,02/01/2021 21:37,11
46,02/01/2021 21:45,1
218,02/01/2021 21:44,14
203,02/01/2021 21:41,19
132,02/01/2021 21:42,18
145,02/01/2021 21:37,20
32,02/01/2021 21:37,4
5,02/01/2021 21:37,18
110,02/01/2021 21:44,1
125,02/01/2021 21:37,12
63,02/01/2021 21:38,4
177,02/01/2021 21:41,7
73,02/01/2021 21:39,9
200,02/01/2021 21:40,3
14,02/01/2021 21:39,4
181,02/01/2021 21:43,14
50,02/01/2021 21:36,11
20,02/01/2021 21:42,0
155,02/01/2021 21:38,12
264,02/01/2021 21:42,5
256,02/01/2021 21:37,10
69,02/01/2021 21:38,3
157,02/01/2021 21:36,19
189,02/01/2021 21:41,12
55,02/01/2021 22:07,2
195,02/01/2021 22:13,13
29,02/01/2021 22:14,2
280,02/01/2021 22:08,14
156,02/01/2021 22:15,13
242,02/01/2021 22:11,2
224,02/01/2021 22:13,0
229,02/01/2021 22:12,1
154,02/01/2021 22:11,14
96,02/01/2021 22:11,9
65,02/01/2021 22:08,5
22,02/01/2021 22:08,5
236,02/01/2021 22:13,10
111,02/01/2021 22:12,11
152,02/01/2021 22:11,18
243,02/01/2021 22:09,14
174,02/01/2021 22:11,17
276,02/01/2021 22:10,3
77,02/01/2021 22:06,1
137,02/01/2021 22:07,15
144,02/01/2021 22:08,16
40,02/01/2021 22:06,11
25,02/01/2021 22:10,1
74,02/01/2021 22:11,6
71,02/01/2021 22:06,4
105,02/01/2021 22:06,7
64,02/01/2021 22:09,5
3,02/01/2021 22:14,0
93,02/01/2021 22:07,15
139,02/01/2021 22:12,12
81,02/01/2021 22:11,24
60,02/01/2021 22:13,23
36,02/01/2021 22:08,8
227,02/01/2021 22:07,0
248,02/01/2021 22:11,13
53,02/01/2021 22:13,1
187,02/01/2021 22:09,8
87,02/01/2021 22:07,6
225,02/01/2021 22:10,5
121,02/01/2021 22:12,4
84,02/01/2021 22:11,9
208,02/01/2021 22:06,5
131,02/01/2021 22:11,16
239,02/01/2021 22:14,17
1,02/01/2021 22:11,0
37,02/01/2021 22:10,10
7,02/01/2021 22:14,18
259,02/01/2021 22:09,12
234,02/01/2021 22:10,13
192,02/01/2021 22:14,4
48,02/01/2021 22:11,2
175,02/01/2021 22:10,21
266,02/01/2021 22:15,10
166,02/01/2021 22:15,5
135,02/01/2021 22:06,13
79,02/01/2021 22:10,6
210,02/01/2021 22:07,11
75,02/01/2021 22:15,7
115,02/01/2021 22:06,10
221,02/01/2021 22:14,10
128,02/01/2021 22:06,21
67,02/01/2021 22:10,11
188,02/01/2021 22:11,6
118,02/01/2021 22:11,10
178,02/01/2021 22:07,6
41,02/01/2021 22:12,5
90,02/01/2021 22:09,2
68,02/01/2021 22:06,1
147,02/01/2021 22:08,11
109,02/01/2021 22:10,0
153,02/01/2021 22:09,15
262,02/01/2021 22:09,8
197,02/01/2021 22:12,0
23,02/01/2021 22:06,2
273,02/01/2021 22:14,2
183,02/01/2021 22:10,12
126,02/01/2021 22:06,22
255,02/01/2021 22:06,16
233,02/01/2021 22:15,12
254,02/01/2021 22:10,11
21,02/01/2021 22:13,0
62,02/01/2021 22:05,1
244,02/01/2021 22:06,17
24,02/01/2021 22:10,5
245,02/01/2021 22:13,9
196,02/01/2021 22:09,8
281,02/01/2021 22:13,13
260,02/01/2021 22:13,10
228,02/01/2021 22:13,4
124,02/01/2021 22:12,13
207,02/01/2021 22:10,4
11,02/01/2021 22:07,1
186,02/01/2021 22:06,3
235,02/01/2021 22:08,13
288,02/01/2021 22:08,2
150,02/01/2021 22:11,18
252,02/01/2021 22:08,10
184,02/01/2021 22:15,7
271,02/01/2021 22:12,5
33,02/01/2021 22:13,0
161,02/01/2021 22:06,15
172,02/01/2021 22:09,10
120,02/01/2021 22:09,14
268,02/01/2021 22:06,0
217,02/01/2021 22:07,14
82,02/01/2021 22:09,11
173,02/01/2021 22:10,19
70,02/01/2021 22:08,15
141,02/01/2021 22:13,14
108,02/01/2021 22:15,5
85,02/01/2021 22:08,8
202,02/01/2021 22:13,11
102,02/01/2021 22:08,10
143,02/01/2021 22:09,14
106,02/01/2021 22:12,11
30,02/01/2021 22:12,1
170,02/01/2021 22:10,11
274,02/01/2021 22:09,6
123,02/01/2021 22:07,8
6,02/01/2021 22:11,0
213,02/01/2021 22:12,3
257,02/01/2021 22:08,6
9,02/01/2021 22:10,8
97,02/01/2021 22:11,6
49,02/01/2021 22:11,2
191,02/01/2021 22:11,14
52,02/01/2021 22:09,0
104,02/01/2021 22:08,5
19,02/01/2021 22:12,2
13,02/01/2021 22:08,1
129,02/01/2021 22:05,13
287,02/01/2021 22:13,11
212,02/01/2021 22:06,7
284,02/01/2021 22:07,8
158,02/01/2021 22:07,14
168,02/01/2021 22:12,13
179,02/01/2021 22:06,7
204,02/01/2021 22:09,18
249,02/01/2021 22:13,12
15,02/01/2021 22:12,14
247,02/01/2021 22:10,7
134,02/01/2021 22:05,10
112,02/01/2021 22:07,18
76,02/01/2021 22:08,17
193,02/01/2021 22:10,3
190,02/01/2021 22:11,10
241,02/01/2021 22:07,2
253,02/01/2021 22:11,16
89,02/01/2021 22:09,7
100,02/01/2021 22:11,13
215,02/01/2021 22:15,7
54,02/01/2021 22:13,12
8,02/01/2021 22:14,9
180,02/01/2021 22:07,18
277,02/01/2021 22:09,8
214,02/01/2021 22:14,1
114,02/01/2021 22:14,8
2,02/01/2021 22:07,0
199,02/01/2021 22:07,2
223,02/01/2021 22:10,7
164,02/01/2021 22:07,9
51,02/01/2021 22:07,18
10,02/01/2021 22:14,28
35,02/01/2021 22:12,2
250,02/01/2021 22:07,1
45,02/01/2021 22:15,16
83,02/01/2021 22:05,8
47,02/01/2021 22:13,2
231,02/01/2021 22:15,9
44,02/01/2021 22:09,4
171,02/01/2021 22:12,7
162,02/01/2021 22:14,16
31,02/01/2021 22:15,5
138,02/01/2021 22:15,11
216,02/01/2021 22:15,10
194,02/01/2021 22:12,2
98,02/01/2021 22:13,21
263,02/01/2021 22:12,7
16,02/01/2021 22:11,11
169,02/01/2021 22:15,16
39,02/01/2021 22:08,18
201,02/01/2021 22:15,2
198,02/01/2021 22:08,1
101,02/01/2021 22:14,12
258,02/01/2021 22:13,6
56,02/01/2021 22:06,1
159,02/01/2021 22:08,14
72,02/01/2021 22:15,4
146,02/01/2021 22:08,10
261,02/01/2021 22:15,6
151,02/01/2021 22:10,17
238,02/01/2021 22:10,14
80,02/01/2021 22:12,14
57,02/01/2021 22:12,4
269,02/01/2021 22:12,5
285,02/01/2021 22:09,10
58,02/01/2021 22:14,5
272,02/01/2021 22:11,9
95,02/01/2021 22:14,22
222,02/01/2021 22:08,6
92,02/01/2021 21:01,5
38,02/01/2021 22:14,22
140,02/01/2021 22:11,20
4,02/01/2021 22:09,2
136,02/01/2021 22:14,15
176,02/01/2021 22:08,12
142,02/01/2021 22:14,4
237,02/01/2021 22:12,1
28,02/01/2021 22:09,4
182,02/01/2021 22:10,7
94,02/01/2021 22:10,16
206,02/01/2021 22:07,4
127,02/01/2021 22:13,10
279,02/01/2021 22:11,1
88,02/01/2021 22:11,0
251,02/01/2021 22:10,2
226,02/01/2021 22:13,5
91,02/01/2021 22:11,12
122,02/01/2021 22:09,7
185,02/01/2021 22:07,6
27,02/01/2021 22:09,3
